age,education,occupation,hours-per-week,gender,salary
44,Bachelors,Adm-clerical,40,Male,<=50K
24,HS-grad,Farming-fishing,50,Male,<=50K
71,Prof-school,Prof-specialty,16,Male,<=50K
17,12th,Sales,40,Male,<=50K
57,Some-college,Craft-repair,40,Male,<=50K
71,Bachelors,?,30,Male,>50K
37,Doctorate,Prof-specialty,40,Male,<=50K
33,HS-grad,Handlers-cleaners,40,Male,<=50K
41,HS-grad,Other-service,40,Male,<=50K
25,Bachelors,Adm-clerical,40,Female,<=50K
42,HS-grad,Farming-fishing,15,Male,<=50K
18,11th,?,50,Female,<=50K
34,HS-grad,Handlers-cleaners,40,Male,<=50K
57,10th,?,40,Female,<=50K
27,Bachelors,Prof-specialty,45,Female,<=50K
46,Bachelors,?,8,Female,<=50K
64,11th,?,35,Female,<=50K
24,Bachelors,Prof-specialty,20,Male,<=50K
23,Bachelors,Handlers-cleaners,30,Male,<=50K
33,Some-college,Prof-specialty,40,Male,<=50K
58,Assoc-voc,Sales,56,Male,<=50K
25,9th,Handlers-cleaners,40,Male,<=50K
44,Masters,Prof-specialty,55,Female,<=50K
53,HS-grad,Prof-specialty,40,Male,>50K
38,HS-grad,Adm-clerical,35,Female,>50K
36,Bachelors,Prof-specialty,45,Female,>50K
25,HS-grad,Exec-managerial,40,Male,<=50K
54,Bachelors,Exec-managerial,40,Female,<=50K
31,12th,Transport-moving,40,Male,<=50K
18,HS-grad,Adm-clerical,40,Male,<=50K
40,HS-grad,Other-service,40,Male,<=50K
26,Some-college,Sales,40,Female,<=50K
68,Doctorate,?,50,Male,>50K
33,Bachelors,Prof-specialty,50,Male,<=50K
22,Assoc-acdm,Exec-managerial,55,Male,<=50K
50,Some-college,Craft-repair,40,Male,<=50K
24,Bachelors,?,30,Male,<=50K
44,HS-grad,Adm-clerical,40,Female,<=50K
37,HS-grad,Other-service,40,Male,<=50K
34,Bachelors,Craft-repair,40,Male,<=50K
45,Some-college,Tech-support,45,Female,>50K
77,Masters,?,8,Male,>50K
25,10th,Other-service,35,Female,<=50K
20,Some-college,Sales,40,Female,<=50K
46,HS-grad,Adm-clerical,40,Male,<=50K
26,Assoc-acdm,Tech-support,40,Male,<=50K
45,1st-4th,Other-service,25,Female,<=50K
70,HS-grad,?,4,Female,<=50K
57,HS-grad,Transport-moving,40,Male,>50K
28,Assoc-voc,Sales,40,Male,<=50K
35,Assoc-acdm,?,16,Female,<=50K
36,Some-college,Sales,45,Male,>50K
32,HS-grad,Handlers-cleaners,40,Female,<=50K
29,Bachelors,Sales,50,Male,>50K
36,Bachelors,Prof-specialty,45,Male,<=50K
19,HS-grad,Handlers-cleaners,30,Male,<=50K
27,Bachelors,Tech-support,20,Female,<=50K
48,Masters,Transport-moving,55,Male,>50K
49,Bachelors,Craft-repair,50,Male,<=50K
55,Masters,Tech-support,20,Male,>50K
61,HS-grad,Farming-fishing,82,Female,<=50K
42,Some-college,Exec-managerial,40,Male,>50K
42,Assoc-acdm,Adm-clerical,40,Female,<=50K
30,Assoc-voc,Protective-serv,40,Male,<=50K
32,HS-grad,Machine-op-inspct,40,Male,<=50K
37,Some-college,Transport-moving,40,Male,>50K
35,Some-college,Craft-repair,45,Male,<=50K
30,Assoc-voc,Adm-clerical,40,Female,<=50K
30,Prof-school,Prof-specialty,20,Male,>50K
55,Some-college,Exec-managerial,70,Male,>50K
36,Some-college,Transport-moving,40,Male,<=50K
33,HS-grad,Other-service,48,Male,<=50K
56,Bachelors,Prof-specialty,40,Male,>50K
26,Assoc-voc,Craft-repair,40,Male,<=50K
37,HS-grad,Machine-op-inspct,40,Male,<=50K
28,HS-grad,Sales,60,Male,<=50K
38,HS-grad,Transport-moving,50,Male,<=50K
76,HS-grad,?,20,Male,<=50K
35,Some-college,?,40,Female,<=50K
48,Some-college,Adm-clerical,43,Female,<=50K
35,Assoc-acdm,Craft-repair,40,Male,<=50K
39,Bachelors,Craft-repair,40,Male,<=50K
64,HS-grad,Other-service,40,Male,<=50K
22,HS-grad,Adm-clerical,40,Female,<=50K
45,Bachelors,Sales,40,Male,>50K
27,5th-6th,Transport-moving,40,Male,<=50K
43,HS-grad,Adm-clerical,50,Female,>50K
23,Some-college,Other-service,37,Female,<=50K
25,10th,Handlers-cleaners,40,Male,<=50K
39,Masters,Prof-specialty,50,Male,>50K
63,HS-grad,Sales,35,Female,<=50K
37,Prof-school,Prof-specialty,40,Male,>50K
26,HS-grad,Adm-clerical,40,Male,<=50K
33,Bachelors,Prof-specialty,40,Male,<=50K
45,Bachelors,Exec-managerial,70,Female,<=50K
28,Some-college,Adm-clerical,40,Female,<=50K
20,Some-college,Other-service,20,Female,<=50K
34,HS-grad,Adm-clerical,20,Female,<=50K
34,Some-college,Transport-moving,40,Male,<=50K
41,HS-grad,Exec-managerial,40,Male,>50K
38,Some-college,Sales,50,Male,>50K
36,Bachelors,Exec-managerial,40,Male,>50K
38,Some-college,Other-service,40,Male,<=50K
46,Bachelors,Sales,72,Male,>50K
43,Bachelors,Sales,60,Female,<=50K
49,Some-college,Sales,30,Female,<=50K
26,Bachelors,Prof-specialty,35,Female,<=50K
28,HS-grad,Adm-clerical,35,Female,<=50K
54,HS-grad,Craft-repair,40,Male,>50K
53,HS-grad,Craft-repair,40,Female,<=50K
24,Some-college,Handlers-cleaners,50,Male,<=50K
23,Some-college,Exec-managerial,30,Male,<=50K
55,HS-grad,Adm-clerical,40,Female,<=50K
58,9th,Craft-repair,40,Male,<=50K
26,HS-grad,Tech-support,40,Male,<=50K
19,10th,Other-service,20,Female,<=50K
28,Some-college,?,40,Female,<=50K
45,Some-college,Sales,52,Male,<=50K
30,Some-college,Craft-repair,45,Male,>50K
76,HS-grad,Other-service,33,Female,<=50K
47,HS-grad,Adm-clerical,40,Female,<=50K
34,Some-college,Transport-moving,40,Male,<=50K
40,Some-college,Adm-clerical,35,Female,>50K
24,HS-grad,Other-service,25,Female,<=50K
30,Bachelors,Prof-specialty,50,Female,>50K
67,Some-college,Transport-moving,10,Male,>50K
24,HS-grad,Machine-op-inspct,40,Female,<=50K
43,Some-college,Adm-clerical,40,Female,<=50K
29,12th,Craft-repair,40,Male,<=50K
40,HS-grad,Machine-op-inspct,40,Male,<=50K
61,Some-college,Prof-specialty,40,Male,<=50K
45,Doctorate,Exec-managerial,45,Male,>50K
21,Some-college,Tech-support,50,Female,<=50K
58,HS-grad,Exec-managerial,40,Male,>50K
52,Some-college,Tech-support,40,Male,<=50K
34,HS-grad,Adm-clerical,40,Male,<=50K
20,Some-college,Prof-specialty,20,Female,<=50K
25,Some-college,?,40,Male,<=50K
46,HS-grad,Machine-op-inspct,40,Male,<=50K
54,Some-college,Exec-managerial,40,Female,<=50K
43,Masters,Prof-specialty,40,Male,>50K
25,9th,Machine-op-inspct,40,Male,<=50K
21,Assoc-acdm,Adm-clerical,25,Female,<=50K
65,Some-college,Prof-specialty,50,Male,>50K
37,HS-grad,Other-service,40,Male,<=50K
29,HS-grad,Other-service,40,Male,>50K
44,Bachelors,Exec-managerial,40,Male,>50K
37,Some-college,Adm-clerical,40,Male,>50K
38,Some-college,Other-service,40,Female,<=50K
35,Some-college,Sales,70,Male,<=50K
32,HS-grad,Adm-clerical,40,Male,<=50K
44,Some-college,Sales,60,Male,<=50K
39,Bachelors,?,30,Female,<=50K
23,Some-college,Other-service,25,Female,<=50K
25,Bachelors,Sales,45,Male,>50K
23,Some-college,Sales,28,Female,<=50K
47,Some-college,Craft-repair,40,Male,<=50K
47,11th,Craft-repair,45,Female,<=50K
25,HS-grad,Handlers-cleaners,40,Male,<=50K
35,Some-college,Craft-repair,45,Male,<=50K
68,7th-8th,?,40,Male,<=50K
50,Assoc-voc,Tech-support,40,Male,>50K
47,HS-grad,Machine-op-inspct,40,Female,<=50K
35,Doctorate,Exec-managerial,45,Male,>50K
24,HS-grad,Adm-clerical,40,Male,<=50K
21,HS-grad,Machine-op-inspct,40,Male,<=50K
35,Bachelors,Prof-specialty,40,Female,>50K
30,Bachelors,Other-service,40,Female,<=50K
17,11th,Other-service,20,Male,<=50K
49,HS-grad,?,40,Female,<=50K
27,5th-6th,Other-service,60,Male,<=50K
22,HS-grad,Sales,15,Female,<=50K
22,Some-college,Adm-clerical,40,Female,<=50K
50,HS-grad,Craft-repair,2,Male,<=50K
51,Assoc-voc,Tech-support,38,Male,>50K
27,Bachelors,Tech-support,30,Male,<=50K
27,Bachelors,Prof-specialty,20,Female,<=50K
23,7th-8th,?,35,Male,<=50K
20,HS-grad,Other-service,40,Female,<=50K
42,HS-grad,Exec-managerial,48,Male,<=50K
32,HS-grad,Craft-repair,40,Male,>50K
45,Bachelors,Exec-managerial,38,Male,>50K
35,7th-8th,Other-service,80,Female,<=50K
22,HS-grad,Craft-repair,40,Male,<=50K
34,Some-college,Adm-clerical,38,Female,<=50K
28,Bachelors,Adm-clerical,40,Female,<=50K
38,Bachelors,Priv-house-serv,24,Female,<=50K
48,Some-college,Protective-serv,42,Male,>50K
22,Some-college,?,40,Male,<=50K
34,Masters,Craft-repair,40,Male,<=50K
25,HS-grad,Adm-clerical,50,Female,>50K
23,HS-grad,Prof-specialty,40,Female,<=50K
38,Some-college,Sales,60,Male,>50K
43,HS-grad,Other-service,40,Female,<=50K
49,HS-grad,Machine-op-inspct,40,Male,>50K
23,Some-college,Adm-clerical,40,Male,<=50K
57,HS-grad,Adm-clerical,40,Female,<=50K
24,Bachelors,Tech-support,40,Male,<=50K
44,Some-college,Craft-repair,58,Male,>50K
34,Assoc-acdm,Craft-repair,50,Male,<=50K
29,Some-college,Prof-specialty,40,Male,<=50K
29,11th,Other-service,40,Female,<=50K
35,HS-grad,Transport-moving,50,Male,>50K
48,HS-grad,Craft-repair,40,Male,<=50K
38,HS-grad,Craft-repair,36,Male,<=50K
42,HS-grad,Protective-serv,50,Female,<=50K
53,Some-college,Exec-managerial,40,Female,<=50K
29,Prof-school,Prof-specialty,55,Female,<=50K
59,Bachelors,Sales,72,Male,<=50K
31,HS-grad,Craft-repair,40,Male,<=50K
34,HS-grad,Craft-repair,40,Male,<=50K
51,Bachelors,Exec-managerial,50,Male,>50K
25,HS-grad,Machine-op-inspct,40,Male,<=50K
28,HS-grad,?,10,Female,<=50K
30,HS-grad,Craft-repair,40,Male,>50K
46,HS-grad,Handlers-cleaners,48,Female,<=50K
45,HS-grad,Other-service,40,Female,<=50K
23,Some-college,Exec-managerial,40,Female,<=50K
33,Assoc-acdm,Machine-op-inspct,42,Female,<=50K
44,Bachelors,Tech-support,20,Female,>50K
25,HS-grad,Other-service,40,Male,<=50K
48,Some-college,Other-service,40,Male,<=50K
23,HS-grad,Sales,40,Female,<=50K
33,Assoc-voc,Prof-specialty,50,Female,>50K
20,Some-college,Sales,30,Female,<=50K
23,Bachelors,Prof-specialty,40,Female,<=50K
71,HS-grad,Adm-clerical,40,Female,<=50K
22,Bachelors,Prof-specialty,40,Female,<=50K
36,Bachelors,Prof-specialty,50,Male,>50K
27,11th,Craft-repair,60,Male,<=50K
40,HS-grad,Other-service,35,Female,<=50K
30,Some-college,Machine-op-inspct,50,Male,<=50K
30,Assoc-voc,Protective-serv,40,Male,<=50K
30,Some-college,Machine-op-inspct,40,Male,<=50K
35,Bachelors,Prof-specialty,40,Male,<=50K
39,HS-grad,Adm-clerical,40,Female,<=50K
39,HS-grad,Adm-clerical,50,Male,<=50K
74,5th-6th,Transport-moving,40,Male,<=50K
32,Some-college,Exec-managerial,50,Male,>50K
25,HS-grad,Transport-moving,40,Male,<=50K
64,Some-college,Exec-managerial,40,Female,<=50K
47,HS-grad,Machine-op-inspct,40,Male,>50K
37,Bachelors,Exec-managerial,37,Female,>50K
47,HS-grad,Craft-repair,40,Male,>50K
33,HS-grad,Machine-op-inspct,40,Male,>50K
40,Assoc-voc,Prof-specialty,40,Female,>50K
22,HS-grad,Other-service,80,Male,<=50K
56,HS-grad,Machine-op-inspct,40,Male,<=50K
37,HS-grad,Adm-clerical,55,Female,<=50K
30,Some-college,Exec-managerial,70,Male,<=50K
20,12th,Prof-specialty,35,Female,<=50K
53,Masters,Exec-managerial,38,Male,>50K
43,Bachelors,Craft-repair,48,Male,>50K
23,HS-grad,Transport-moving,40,Male,<=50K
43,HS-grad,Craft-repair,30,Male,<=50K
30,HS-grad,Handlers-cleaners,40,Male,<=50K
20,Some-college,Adm-clerical,46,Female,<=50K
22,Assoc-voc,Craft-repair,40,Male,<=50K
38,Bachelors,Exec-managerial,50,Male,<=50K
54,Some-college,Sales,40,Male,<=50K
23,HS-grad,Craft-repair,40,Male,<=50K
46,HS-grad,Transport-moving,40,Male,<=50K
59,10th,Machine-op-inspct,40,Male,<=50K
28,10th,?,50,Male,<=50K
18,12th,?,25,Male,<=50K
41,Assoc-voc,Other-service,40,Male,<=50K
42,Assoc-voc,Transport-moving,48,Male,<=50K
58,Some-college,Exec-managerial,40,Male,>50K
24,HS-grad,Sales,50,Male,<=50K
39,Bachelors,Adm-clerical,45,Male,>50K
28,Bachelors,Tech-support,35,Female,<=50K
25,Masters,Sales,55,Male,<=50K
29,Some-college,Sales,54,Female,<=50K
53,5th-6th,Craft-repair,40,Male,<=50K
63,HS-grad,Protective-serv,40,Male,<=50K
26,Assoc-voc,Exec-managerial,38,Female,<=50K
21,HS-grad,Handlers-cleaners,50,Male,<=50K
45,Some-college,Craft-repair,40,Male,>50K
29,Assoc-voc,Adm-clerical,40,Female,<=50K
72,Doctorate,Exec-managerial,40,Male,<=50K
51,10th,Craft-repair,40,Male,<=50K
21,9th,Handlers-cleaners,40,Male,<=50K
38,Some-college,Sales,40,Female,<=50K
38,Bachelors,Prof-specialty,40,Female,>50K
46,Masters,Prof-specialty,41,Male,<=50K
31,Bachelors,Exec-managerial,60,Male,>50K
68,10th,Other-service,90,Female,<=50K
43,HS-grad,?,40,Male,<=50K
21,HS-grad,Sales,40,Male,<=50K
44,Bachelors,Prof-specialty,3,Male,<=50K
56,Doctorate,Prof-specialty,40,Male,>50K
20,HS-grad,?,12,Male,<=50K
36,HS-grad,Craft-repair,40,Male,>50K
21,HS-grad,Adm-clerical,25,Female,<=50K
21,Some-college,Protective-serv,40,Female,>50K
52,Some-college,Craft-repair,40,Male,<=50K
56,Doctorate,Prof-specialty,70,Male,>50K
52,Bachelors,Other-service,20,Female,>50K
51,Bachelors,Exec-managerial,25,Male,<=50K
29,HS-grad,Machine-op-inspct,40,Male,<=50K
36,Some-college,Craft-repair,55,Male,<=50K
29,HS-grad,Farming-fishing,55,Male,<=50K
21,HS-grad,Sales,30,Female,<=50K
58,1st-4th,Farming-fishing,40,Male,<=50K
37,HS-grad,Machine-op-inspct,40,Male,<=50K
50,Some-college,Craft-repair,45,Female,<=50K
30,HS-grad,Handlers-cleaners,50,Male,<=50K
29,HS-grad,Farming-fishing,30,Male,<=50K
48,HS-grad,Craft-repair,40,Male,<=50K
50,7th-8th,Farming-fishing,40,Male,<=50K
39,Assoc-acdm,Adm-clerical,25,Female,>50K
35,Prof-school,Prof-specialty,55,Male,<=50K
54,HS-grad,Tech-support,25,Male,>50K
24,HS-grad,Other-service,25,Female,<=50K
20,HS-grad,Handlers-cleaners,45,Male,<=50K
30,Some-college,Sales,55,Male,>50K
19,HS-grad,Adm-clerical,30,Female,<=50K
26,HS-grad,Sales,40,Male,<=50K
38,HS-grad,Sales,99,Male,>50K
25,Some-college,Other-service,40,Female,<=50K
33,Some-college,Craft-repair,50,Male,<=50K
60,Bachelors,Prof-specialty,40,Male,>50K
30,Some-college,Handlers-cleaners,40,Male,<=50K
30,Bachelors,Prof-specialty,40,Male,<=50K
19,7th-8th,Other-service,40,Female,<=50K
23,HS-grad,Craft-repair,40,Male,<=50K
27,Some-college,Prof-specialty,40,Male,>50K
20,Some-college,?,40,Male,<=50K
39,Assoc-acdm,Protective-serv,52,Male,<=50K
33,7th-8th,Farming-fishing,45,Male,<=50K
65,HS-grad,Farming-fishing,24,Male,<=50K
34,Bachelors,Exec-managerial,50,Male,>50K
20,HS-grad,Sales,25,Female,<=50K
23,Some-college,?,40,Male,<=50K
25,10th,Craft-repair,40,Male,<=50K
28,Bachelors,Exec-managerial,50,Female,>50K
31,11th,Handlers-cleaners,25,Male,<=50K
28,Bachelors,Prof-specialty,40,Male,<=50K
37,HS-grad,Other-service,40,Female,<=50K
52,Some-college,Exec-managerial,50,Male,>50K
66,Assoc-voc,Other-service,40,Female,<=50K
31,HS-grad,Other-service,40,Male,<=50K
37,Bachelors,Exec-managerial,50,Male,>50K
45,Bachelors,Adm-clerical,45,Male,<=50K
45,Assoc-acdm,Exec-managerial,40,Male,<=50K
44,HS-grad,Sales,60,Male,<=50K
32,Bachelors,Prof-specialty,40,Male,<=50K
35,HS-grad,Machine-op-inspct,60,Male,>50K
53,11th,Transport-moving,40,Male,<=50K
54,Some-college,Craft-repair,40,Male,>50K
43,Assoc-voc,Craft-repair,40,Male,<=50K
30,Some-college,Craft-repair,40,Male,<=50K
49,Some-college,Exec-managerial,50,Male,<=50K
52,Doctorate,Exec-managerial,57,Male,>50K
20,Some-college,Adm-clerical,4,Female,<=50K
60,HS-grad,Tech-support,40,Male,>50K
45,Assoc-acdm,Machine-op-inspct,40,Male,<=50K
48,Bachelors,Exec-managerial,60,Male,>50K
28,Bachelors,Sales,60,Male,>50K
61,Prof-school,?,40,Male,>50K
48,Some-college,Exec-managerial,40,Male,<=50K
32,Some-college,Tech-support,45,Male,<=50K
27,HS-grad,Craft-repair,30,Male,<=50K
38,Bachelors,Other-service,35,Male,<=50K
33,5th-6th,Transport-moving,20,Male,<=50K
43,Masters,Exec-managerial,50,Female,>50K
36,HS-grad,Transport-moving,60,Male,<=50K
38,11th,Transport-moving,40,Male,<=50K
24,HS-grad,Tech-support,40,Female,<=50K
22,10th,Craft-repair,40,Male,<=50K
30,Bachelors,Other-service,40,Male,<=50K
55,Masters,?,40,Male,>50K
46,Prof-school,Exec-managerial,55,Male,>50K
39,HS-grad,Protective-serv,50,Male,<=50K
50,HS-grad,Machine-op-inspct,40,Male,<=50K
34,Assoc-voc,Adm-clerical,40,Female,<=50K
47,Bachelors,Prof-specialty,60,Male,>50K
46,HS-grad,Sales,40,Male,<=50K
23,HS-grad,?,60,Male,<=50K
43,Some-college,Tech-support,72,Female,<=50K
45,HS-grad,Machine-op-inspct,40,Male,<=50K
55,Bachelors,Craft-repair,40,Male,<=50K
68,HS-grad,Craft-repair,8,Male,<=50K
39,Assoc-voc,Machine-op-inspct,40,Male,<=50K
39,HS-grad,Farming-fishing,40,Female,<=50K
37,Bachelors,Craft-repair,40,Male,<=50K
19,Some-college,Transport-moving,40,Male,<=50K
20,11th,Craft-repair,20,Male,<=50K
49,Assoc-voc,?,40,Female,<=50K
33,Some-college,Craft-repair,40,Male,<=50K
21,HS-grad,Other-service,35,Male,<=50K
72,Bachelors,?,3,Male,<=50K
58,Masters,Prof-specialty,35,Male,>50K
43,HS-grad,Exec-managerial,55,Male,<=50K
62,11th,Other-service,21,Female,<=50K
21,Some-college,Farming-fishing,20,Male,<=50K
26,Some-college,Exec-managerial,60,Male,<=50K
27,9th,Craft-repair,40,Male,<=50K
34,Some-college,Prof-specialty,38,Male,>50K
49,HS-grad,Other-service,40,Female,<=50K
28,HS-grad,Prof-specialty,40,Female,<=50K
34,Bachelors,Prof-specialty,48,Male,>50K
29,Some-college,Adm-clerical,40,Female,>50K
58,10th,Transport-moving,50,Male,>50K
45,HS-grad,Exec-managerial,40,Female,<=50K
47,Bachelors,Craft-repair,40,Female,<=50K
53,HS-grad,Craft-repair,40,Male,>50K
52,10th,Craft-repair,40,Male,<=50K
47,11th,Other-service,15,Female,<=50K
36,Bachelors,Prof-specialty,40,Male,>50K
48,Bachelors,Exec-managerial,65,Male,>50K
35,Some-college,Exec-managerial,40,Male,>50K
49,Bachelors,Exec-managerial,50,Male,>50K
43,Some-college,Transport-moving,45,Male,<=50K
33,Bachelors,Exec-managerial,50,Male,>50K
49,Assoc-acdm,Adm-clerical,40,Male,<=50K
17,10th,Other-service,20,Male,<=50K
28,Some-college,?,30,Female,<=50K
25,Bachelors,Tech-support,40,Male,<=50K
69,9th,?,20,Male,<=50K
41,Assoc-voc,Sales,60,Male,<=50K
31,Bachelors,Adm-clerical,40,Male,>50K
57,Masters,Exec-managerial,40,Male,>50K
49,Some-college,Prof-specialty,44,Male,>50K
40,Bachelors,Prof-specialty,40,Male,>50K
55,Assoc-voc,Prof-specialty,50,Male,>50K
47,Some-college,Exec-managerial,60,Male,<=50K
50,12th,Transport-moving,40,Male,<=50K
36,Bachelors,Prof-specialty,50,Male,<=50K
17,11th,Handlers-cleaners,25,Male,<=50K
30,HS-grad,Protective-serv,40,Male,>50K
79,HS-grad,?,40,Male,<=50K
42,HS-grad,Machine-op-inspct,40,Male,>50K
67,HS-grad,Farming-fishing,50,Male,<=50K
36,HS-grad,Machine-op-inspct,45,Male,>50K
35,Masters,Exec-managerial,50,Male,>50K
27,Bachelors,Prof-specialty,40,Female,<=50K
21,7th-8th,Machine-op-inspct,40,Male,<=50K
46,HS-grad,Prof-specialty,40,Male,<=50K
45,Bachelors,Sales,45,Male,>50K
20,11th,Tech-support,40,Male,<=50K
17,11th,Other-service,20,Male,<=50K
40,Some-college,Other-service,50,Male,>50K
28,Bachelors,Exec-managerial,40,Male,>50K
33,11th,Craft-repair,40,Male,<=50K
55,HS-grad,Sales,40,Female,<=50K
55,Some-college,Craft-repair,50,Male,<=50K
47,HS-grad,Craft-repair,40,Female,<=50K
52,Masters,Prof-specialty,60,Male,>50K
29,Some-college,Sales,40,Female,<=50K
36,5th-6th,Other-service,35,Male,<=50K
37,Bachelors,Other-service,70,Male,<=50K
41,HS-grad,Adm-clerical,40,Female,<=50K
43,Some-college,Machine-op-inspct,48,Male,>50K
24,7th-8th,Farming-fishing,50,Male,<=50K
39,Bachelors,Prof-specialty,60,Female,<=50K
47,Bachelors,Exec-managerial,50,Male,<=50K
42,HS-grad,Exec-managerial,45,Female,<=50K
39,HS-grad,Craft-repair,42,Male,>50K
48,Bachelors,Prof-specialty,60,Female,<=50K
47,Masters,Exec-managerial,50,Male,>50K
27,10th,Handlers-cleaners,40,Male,<=50K
29,HS-grad,Craft-repair,40,Male,<=50K
22,Assoc-voc,Other-service,30,Female,<=50K
37,HS-grad,Craft-repair,44,Male,<=50K
38,Bachelors,Exec-managerial,60,Male,<=50K
32,Preschool,Machine-op-inspct,40,Female,<=50K
48,Masters,Prof-specialty,80,Female,<=50K
46,HS-grad,Exec-managerial,50,Female,<=50K
51,HS-grad,Other-service,38,Female,<=50K
28,Bachelors,Exec-managerial,55,Male,<=50K
35,HS-grad,Adm-clerical,40,Male,<=50K
18,11th,Craft-repair,30,Male,<=50K
45,HS-grad,Craft-repair,40,Female,<=50K
36,HS-grad,Transport-moving,40,Male,<=50K
73,Some-college,Priv-house-serv,10,Female,<=50K
52,Bachelors,Exec-managerial,40,Male,<=50K
17,10th,Other-service,40,Female,<=50K
29,Assoc-voc,Craft-repair,40,Male,>50K
31,HS-grad,Adm-clerical,40,Female,>50K
20,Some-college,Farming-fishing,10,Male,<=50K
42,HS-grad,Craft-repair,40,Male,>50K
37,Some-college,Other-service,40,Female,<=50K
40,HS-grad,Transport-moving,40,Male,<=50K
32,Assoc-acdm,Adm-clerical,45,Male,>50K
29,Masters,Prof-specialty,55,Male,>50K
20,Some-college,Machine-op-inspct,40,Female,<=50K
26,11th,Adm-clerical,40,Male,>50K
25,Bachelors,Prof-specialty,30,Male,<=50K
37,HS-grad,Tech-support,80,Male,>50K
18,12th,?,24,Female,<=50K
33,Some-college,?,50,Female,<=50K
26,Some-college,Craft-repair,40,Male,<=50K
24,HS-grad,Sales,30,Female,<=50K
33,HS-grad,Other-service,25,Female,<=50K
23,HS-grad,Craft-repair,40,Male,<=50K
20,10th,?,40,Male,<=50K
36,Some-college,Sales,50,Male,<=50K
37,Bachelors,Prof-specialty,50,Female,<=50K
24,Assoc-voc,Machine-op-inspct,35,Male,<=50K
38,Assoc-acdm,Craft-repair,50,Male,>50K
50,Bachelors,Prof-specialty,45,Female,<=50K
44,11th,Adm-clerical,40,Male,>50K
46,HS-grad,Machine-op-inspct,40,Male,>50K
57,Some-college,Craft-repair,40,Female,<=50K
37,HS-grad,Craft-repair,70,Male,<=50K
44,HS-grad,Machine-op-inspct,55,Male,<=50K
21,Some-college,Other-service,30,Female,<=50K
31,HS-grad,Craft-repair,40,Male,>50K
32,Assoc-voc,Prof-specialty,42,Male,>50K
45,HS-grad,Other-service,60,Female,>50K
20,HS-grad,Handlers-cleaners,40,Male,<=50K
52,HS-grad,Priv-house-serv,50,Female,<=50K
47,HS-grad,Exec-managerial,25,Male,<=50K
41,Some-college,Adm-clerical,40,Female,<=50K
40,Some-college,Sales,60,Male,>50K
41,Bachelors,Prof-specialty,40,Female,>50K
46,Bachelors,Exec-managerial,50,Male,>50K
49,HS-grad,Machine-op-inspct,40,Female,<=50K
65,Some-college,Adm-clerical,40,Female,<=50K
50,HS-grad,Machine-op-inspct,40,Female,<=50K
59,HS-grad,Transport-moving,40,Male,>50K
18,Some-college,Adm-clerical,25,Female,<=50K
47,Masters,Prof-specialty,45,Male,>50K
47,HS-grad,?,30,Male,>50K
45,HS-grad,Machine-op-inspct,45,Male,>50K
17,11th,Sales,40,Female,<=50K
45,HS-grad,Sales,32,Male,>50K
73,11th,Machine-op-inspct,40,Male,<=50K
48,10th,Machine-op-inspct,40,Male,<=50K
64,HS-grad,?,20,Female,<=50K
38,Assoc-acdm,Exec-managerial,60,Male,<=50K
37,HS-grad,Adm-clerical,50,Male,>50K
62,HS-grad,Exec-managerial,72,Male,>50K
26,HS-grad,Adm-clerical,40,Male,<=50K
46,Masters,Exec-managerial,50,Female,>50K
46,Masters,Tech-support,40,Male,>50K
51,HS-grad,Adm-clerical,24,Female,>50K
54,Some-college,Adm-clerical,40,Female,<=50K
65,Some-college,Exec-managerial,40,Male,<=50K
29,Assoc-acdm,Craft-repair,45,Male,<=50K
37,HS-grad,Other-service,40,Male,<=50K
36,Doctorate,Prof-specialty,10,Female,<=50K
60,HS-grad,Craft-repair,50,Male,>50K
33,Bachelors,Handlers-cleaners,40,Male,<=50K
62,HS-grad,Adm-clerical,20,Female,<=50K
20,HS-grad,Adm-clerical,40,Female,<=50K
37,HS-grad,Tech-support,35,Female,>50K
66,Masters,Prof-specialty,20,Male,<=50K
32,Assoc-acdm,?,20,Male,<=50K
29,Some-college,Adm-clerical,40,Male,<=50K
70,Some-college,Sales,40,Male,<=50K
74,HS-grad,Other-service,15,Male,<=50K
37,HS-grad,Craft-repair,40,Male,<=50K
51,HS-grad,Craft-repair,40,Male,<=50K
50,Some-college,Transport-moving,50,Male,<=50K
42,HS-grad,Sales,60,Male,>50K
26,Bachelors,Prof-specialty,70,Male,<=50K
27,Some-college,Protective-serv,40,Male,>50K
58,HS-grad,Exec-managerial,70,Male,<=50K
30,Some-college,?,60,Male,<=50K
32,Bachelors,Prof-specialty,50,Male,<=50K
66,HS-grad,Sales,10,Male,>50K
23,Some-college,Sales,45,Male,<=50K
35,HS-grad,Machine-op-inspct,44,Male,<=50K
50,Bachelors,Craft-repair,50,Male,<=50K
17,11th,?,40,Female,<=50K
35,HS-grad,Craft-repair,48,Female,<=50K
31,HS-grad,Adm-clerical,50,Female,<=50K
30,11th,Handlers-cleaners,49,Male,<=50K
84,Some-college,Sales,35,Male,>50K
35,HS-grad,Craft-repair,40,Male,<=50K
45,Assoc-voc,Farming-fishing,50,Male,>50K
46,HS-grad,Craft-repair,40,Male,<=50K
50,Some-college,Farming-fishing,40,Male,<=50K
37,11th,Machine-op-inspct,40,Male,<=50K
32,HS-grad,Other-service,40,Female,<=50K
53,Bachelors,Exec-managerial,48,Male,>50K
